product_id,product_name,category,stock_quantity,daily_sales,days_to_expiry,price,branch_id
157,Product_157,Bakery,513,27,9,161.67,2
158,Product_158,Dairy,300,20,28,142.77,1
159,Product_159,Snacks,208,13,35,413.04,2
160,Product_160,Bakery,126,18,47,460.4,1
161,Product_161,Dairy,150,10,5,22.92,1
162,Product_162,Beverages,99,33,18,493.77,2
163,Product_163,Vegetables,637,49,21,377.29,2
164,Product_164,Dairy,475,25,13,41.12,1
165,Product_165,Snacks,205,41,1,16.7,1
166,Product_166,Fruits,114,6,5,499.86,1
167,Product_167,Bakery,190,38,53,296.72,3
168,Product_168,Fruits,444,37,10,195.15,2
169,Product_169,Fruits,336,21,9,73.29,1
170,Product_170,Vegetables,675,45,4,122.03,2
171,Product_171,Frozen,490,49,32,32.98,2
172,Product_172,Fruits,310,31,39,339.07,1
173,Product_173,Frozen,170,34,59,160.81,1
174,Product_174,Frozen,14,1,5,53.32,1
175,Product_175,Frozen,306,17,47,216.06,3
176,Product_176,Fruits,592,37,2,404.47,3
177,Product_177,Dairy,312,39,34,181.79,2
178,Product_178,Fruits,578,34,27,54.59,3
179,Product_179,Beverages,272,34,33,393.99,2
180,Product_180,Frozen,360,30,51,351.84,3
181,Product_181,Vegetables,174,29,10,464.03,3
182,Product_182,Snacks,190,10,20,234.98,3
183,Product_183,Bakery,272,34,53,180.23,1
184,Product_184,Fruits,559,43,48,177.37,1
185,Product_185,Vegetables,846,47,31,206.15,2
186,Product_186,Vegetables,160,16,4,99.12,3
187,Product_187,Bakery,125,25,32,242.24,3
188,Product_188,Frozen,203,29,18,146.51,1
189,Product_189,Frozen,176,22,1,271.87,3
190,Product_190,Beverages,192,12,34,73.09,3
191,Product_191,Vegetables,390,26,27,29.26,1
192,Product_192,Fruits,799,47,56,438.05,3
193,Product_193,Dairy,912,48,26,435.47,1
194,Product_194,Beverages,152,8,35,100.42,3
195,Product_195,Fruits,255,15,56,247.42,3
196,Product_196,Fruits,416,26,24,363.05,2
197,Product_197,Beverages,416,26,59,133.69,3
198,Product_198,Dairy,35,7,47,423.78,1
199,Product_199,Dairy,731,43,45,434.94,1
200,Product_200,Snacks,190,38,51,128.81,3
201,Product_201,Beverages,175,25,28,19.83,1
202,Product_202,Snacks,153,17,22,170.47,3
203,Product_203,Snacks,836,44,13,300.86,3
204,Product_204,Dairy,48,4,3,327.92,3
205,Product_205,Vegetables,306,18,36,273.18,2
206,Product_206,Bakery,578,34,8,297.4,1
207,Product_207,Frozen,528,44,41,175.35,1
208,Product_208,Bakery,104,26,59,184.49,1
209,Product_209,Snacks,360,45,37,467.51,2
210,Product_210,Frozen,176,22,6,130.52,2
211,Product_211,Bakery,52,4,30,94.95,3
212,Product_212,Frozen,45,9,51,18.94,2
213,Product_213,Fruits,222,37,24,64.9,1
214,Product_214,Dairy,26,2,4,12.6,2
215,Product_215,Dairy,392,49,51,412.22,1
216,Product_216,Frozen,34,2,11,290.09,3
217,Product_217,Bakery,630,45,5,101.65,2
218,Product_218,Beverages,12,4,20,128.78,3
219,Product_219,Snacks,141,47,26,386.21,1
220,Product_220,Bakery,266,38,11,466.69,3
221,Product_221,Dairy,169,13,3,35.39,2
222,Product_222,Fruits,70,10,23,278.97,1
223,Product_223,Fruits,30,2,40,406.84,3
224,Product_224,Fruits,7,1,9,382.51,3
225,Product_225,Beverages,187,11,24,306.99,3
226,Product_226,Beverages,665,35,5,417.0,1
227,Product_227,Snacks,704,44,53,368.13,3
228,Product_228,Snacks,36,9,12,195.82,3
229,Product_229,Beverages,10,1,22,33.57,3
230,Product_230,Frozen,290,29,11,399.68,1
231,Product_231,Frozen,70,14,21,101.34,2
232,Product_232,Beverages,304,19,26,454.85,3
233,Product_233,Beverages,375,25,42,202.3,3
234,Product_234,Frozen,400,40,39,359.75,3
235,Product_235,Beverages,256,32,33,376.33,3
236,Product_236,Snacks,45,15,25,184.13,2
237,Product_237,Beverages,188,47,14,42.64,3
238,Product_238,Dairy,360,40,51,221.45,2
239,Product_239,Dairy,27,3,51,174.1,2
240,Product_240,Beverages,255,15,29,252.76,3
241,Product_241,Dairy,270,30,27,396.41,1
242,Product_242,Frozen,114,38,37,391.5,3
243,Product_243,Beverages,198,33,22,359.89,3
244,Product_244,Bakery,60,5,33,60.43,1
245,Product_245,Fruits,221,13,36,233.93,2
246,Product_246,Frozen,150,15,5,248.32,2
247,Product_247,Bakery,56,4,45,362.82,3
248,Product_248,Snacks,186,31,36,360.93,1
249,Product_249,Bakery,189,27,20,98.98,3
250,Product_250,Dairy,100,10,38,121.4,3
251,Product_251,Beverages,391,23,26,474.17,3
252,Product_252,Fruits,180,12,40,257.89,2
253,Product_253,Vegetables,75,25,47,365.79,2
254,Product_254,Snacks,602,43,44,286.92,1
255,Product_255,Bakery,28,4,56,21.28,1
256,Product_256,Vegetables,798,42,28,193.47,2
257,Product_257,Dairy,144,9,40,421.82,1
258,Product_258,Snacks,33,11,46,125.59,1
259,Product_259,Bakery,416,26,36,71.08,1
260,Product_260,Bakery,10,1,15,205.51,1
261,Product_261,Bakery,99,9,10,403.4,3
262,Product_262,Vegetables,286,26,35,205.1,2
263,Product_263,Fruits,325,25,38,179.71,1
264,Product_264,Beverages,72,18,27,231.59,3
265,Product_265,Beverages,602,43,59,79.02,2
266,Product_266,Snacks,216,24,52,215.27,3
267,Product_267,Dairy,72,24,49,392.44,1
268,Product_268,Snacks,817,43,7,488.02,2
269,Product_269,Bakery,779,41,20,213.17,2
270,Product_270,Dairy,280,28,49,156.8,3
271,Product_271,Frozen,480,32,30,377.48,3
272,Product_272,Frozen,361,19,45,195.09,2
273,Product_273,Beverages,160,16,19,42.2,1
274,Product_274,Dairy,238,14,50,266.95,2
275,Product_275,Snacks,532,28,50,253.54,1
276,Product_276,Beverages,12,4,8,432.27,2
277,Product_277,Beverages,195,39,32,143.43,2
278,Product_278,Snacks,304,19,34,210.28,3
279,Product_279,Vegetables,207,23,29,209.91,3
280,Product_280,Fruits,30,3,54,176.24,1
281,Product_281,Beverages,185,37,51,329.85,1
282,Product_282,Vegetables,470,47,34,404.6,1
283,Product_283,Beverages,384,24,32,429.29,3
284,Product_284,Beverages,774,43,4,472.76,3
285,Product_285,Vegetables,336,21,31,168.76,1
286,Product_286,Fruits,162,18,10,51.9,3
287,Product_287,Bakery,414,23,19,295.69,2
288,Product_288,Fruits,72,18,1,410.55,3
289,Product_289,Snacks,260,20,42,414.3,3
290,Product_290,Fruits,42,3,20,315.83,3
291,Product_291,Bakery,418,38,34,431.92,1
292,Product_292,Frozen,490,35,24,65.98,1
293,Product_293,Snacks,480,30,23,401.93,2
294,Product_294,Beverages,323,17,14,373.43,2
295,Product_295,Frozen,30,2,25,136.36,1
296,Product_296,Bakery,286,22,46,492.36,3
297,Product_297,Bakery,435,29,34,143.43,2
298,Product_298,Dairy,88,11,18,269.53,3
299,Product_299,Dairy,252,42,41,144.29,2
300,Product_300,Fruits,119,17,25,253.76,3
301,Product_301,Beverages,144,12,22,77.07,2
302,Product_302,Vegetables,248,31,27,302.73,2
303,Product_303,Dairy,180,12,57,252.19,3
304,Product_304,Dairy,150,10,17,215.2,3
305,Product_305,Frozen,448,28,2,91.48,1
306,Product_306,Frozen,129,43,51,54.27,1
307,Product_307,Dairy,338,26,40,224.22,1
308,Product_308,Dairy,684,36,59,155.59,2
309,Product_309,Bakery,140,35,55,335.2,3
310,Product_310,Dairy,154,22,56,115.32,2
311,Product_311,Bakery,612,36,20,89.39,1
312,Product_312,Fruits,817,43,59,302.45,1
313,Product_313,Frozen,374,34,26,242.38,2
314,Product_314,Dairy,99,9,40,366.81,2
315,Product_315,Fruits,325,25,40,223.07,3
316,Product_316,Vegetables,195,39,3,48.11,2
317,Product_317,Beverages,616,44,51,143.35,1
318,Product_318,Snacks,476,34,19,164.15,2
319,Product_319,Vegetables,931,49,10,348.37,1
320,Product_320,Vegetables,833,49,12,275.53,3
321,Product_321,Frozen,240,24,31,405.21,1
322,Product_322,Bakery,161,23,54,322.24,2
323,Product_323,Fruits,112,8,15,349.66,3
324,Product_324,Snacks,615,41,26,29.32,3
325,Product_325,Bakery,180,10,7,499.68,2
326,Product_326,Frozen,234,26,14,69.06,3
327,Product_327,Beverages,77,7,51,462.95,3
328,Product_328,Snacks,207,23,35,166.36,1
329,Product_329,Vegetables,378,42,17,328.58,2
330,Product_330,Vegetables,120,24,44,69.08,2
331,Product_331,Bakery,170,34,37,269.83,3
332,Product_332,Bakery,364,26,39,164.49,1
333,Product_333,Fruits,294,49,29,334.21,1
334,Product_334,Beverages,39,13,16,219.14,3
335,Product_335,Snacks,176,44,55,236.35,1
336,Product_336,Bakery,510,34,13,198.14,3
337,Product_337,Snacks,160,32,59,498.99,1
338,Product_338,Bakery,551,29,29,28.42,1
339,Product_339,Beverages,792,44,56,143.13,1
340,Product_340,Fruits,90,10,20,371.42,2
341,Product_341,Snacks,570,30,3,238.98,1
342,Product_342,Bakery,180,30,18,124.47,1
343,Product_343,Frozen,450,25,1,456.07,2
344,Product_344,Snacks,165,15,15,198.32,1
345,Product_345,Snacks,144,24,12,478.64,2
346,Product_346,Beverages,259,37,43,298.39,1
347,Product_347,Bakery,624,39,24,239.03,1
348,Product_348,Beverages,52,13,25,374.24,3
349,Product_349,Fruits,40,4,20,420.53,2
350,Product_350,Dairy,720,45,10,33.0,2
351,Product_351,Frozen,286,26,49,479.06,3
352,Product_352,Fruits,42,6,5,318.59,1
353,Product_353,Snacks,437,23,9,464.6,2
354,Product_354,Vegetables,588,49,35,381.54,1
355,Product_355,Snacks,85,17,32,237.06,1
356,Product_356,Frozen,221,13,25,300.54,2
357,Product_357,Frozen,98,14,34,234.14,2
358,Product_358,Fruits,33,3,3,478.27,3
359,Product_359,Frozen,144,12,9,171.24,3
360,Product_360,Vegetables,175,25,11,52.62,3
361,Product_361,Vegetables,408,24,38,137.28,1
362,Product_362,Fruits,90,5,26,270.98,2
363,Product_363,Snacks,666,37,13,448.3,2
364,Product_364,Fruits,247,13,50,252.62,2
365,Product_365,Fruits,160,32,56,334.43,3
366,Product_366,Beverages,600,40,45,369.62,2
367,Product_367,Vegetables,432,24,40,130.19,3
368,Product_368,Dairy,528,48,13,420.14,2
369,Product_369,Snacks,300,25,36,313.12,3
370,Product_370,Dairy,342,38,5,441.63,1
371,Product_371,Fruits,372,31,10,411.77,1
372,Product_372,Fruits,270,30,31,10.55,1
373,Product_373,Snacks,32,2,13,258.66,2
374,Product_374,Vegetables,156,39,32,51.21,1
375,Product_375,Beverages,513,27,41,319.59,2
376,Product_376,Dairy,124,31,24,411.15,1
377,Product_377,Snacks,384,48,19,382.9,1
378,Product_378,Vegetables,110,10,32,421.66,3
379,Product_379,Fruits,476,28,30,379.31,2
380,Product_380,Frozen,132,22,20,347.06,3
381,Product_381,Fruits,76,4,12,43.0,1
382,Product_382,Fruits,30,10,22,314.25,1
383,Product_383,Frozen,288,18,47,484.75,1
384,Product_384,Snacks,180,36,52,381.55,3
385,Product_385,Bakery,91,7,33,168.57,2
386,Product_386,Fruits,195,15,58,10.5,2
387,Product_387,Frozen,544,34,34,498.59,2
388,Product_388,Frozen,85,17,13,428.56,1
389,Product_389,Frozen,195,15,52,421.57,1
390,Product_390,Fruits,752,47,20,330.71,2
391,Product_391,Frozen,135,27,17,481.99,3
392,Product_392,Snacks,476,28,16,430.11,3
393,Product_393,Vegetables,160,20,19,144.37,3
394,Product_394,Frozen,9,3,58,448.11,1
395,Product_395,Dairy,60,15,35,25.26,3
396,Product_396,Fruits,350,25,18,433.54,3
397,Product_397,Dairy,160,16,46,109.81,2
398,Product_398,Vegetables,290,29,15,232.31,3
399,Product_399,Fruits,35,7,29,74.31,2
400,Product_400,Dairy,120,24,20,400.3,3
401,Product_401,Bakery,400,25,7,71.34,1
402,Product_402,Beverages,264,44,9,108.26,3
403,Product_403,Snacks,88,22,24,222.29,2
404,Product_404,Vegetables,247,13,8,237.65,2
405,Product_405,Fruits,480,30,47,304.01,1
406,Product_406,Bakery,416,32,45,380.96,3
407,Product_407,Fruits,418,38,8,364.9,1
408,Product_408,Frozen,264,24,17,60.37,1
409,Product_409,Fruits,782,46,16,246.35,3
410,Product_410,Frozen,84,28,10,390.14,3
411,Product_411,Beverages,132,33,33,53.05,2
412,Product_412,Beverages,39,13,13,48.5,3
413,Product_413,Fruits,198,22,2,488.96,1
414,Product_414,Beverages,416,26,58,402.29,3
415,Product_415,Vegetables,408,34,55,338.49,1
416,Product_416,Dairy,520,40,3,449.15,2
417,Product_417,Dairy,72,9,9,35.47,1
418,Product_418,Dairy,352,32,50,468.25,1
419,Product_419,Snacks,136,8,59,247.36,1
420,Product_420,Frozen,198,11,4,302.76,3
421,Product_421,Vegetables,110,22,41,90.36,3
422,Product_422,Bakery,182,14,18,39.57,1
423,Product_423,Fruits,322,23,13,244.85,1
424,Product_424,Frozen,304,19,36,374.7,2
425,Product_425,Frozen,406,29,18,20.22,3
426,Product_426,Snacks,133,19,32,275.81,3
427,Product_427,Bakery,36,3,51,343.31,1
428,Product_428,Bakery,493,29,33,421.82,1
429,Product_429,Vegetables,343,49,4,370.32,2
430,Product_430,Vegetables,380,20,51,293.55,2
431,Product_431,Bakery,144,36,36,437.98,1
432,Product_432,Beverages,204,34,6,330.95,2
433,Product_433,Bakery,60,12,45,238.25,1
434,Product_434,Dairy,357,21,33,74.47,1
435,Product_435,Snacks,48,8,48,304.91,1
436,Product_436,Fruits,588,42,14,485.98,2
437,Product_437,Bakery,259,37,38,251.22,3
438,Product_438,Vegetables,752,47,56,293.91,3
439,Product_439,Beverages,80,20,39,90.13,3
440,Product_440,Fruits,100,25,35,331.8,1
441,Product_441,Bakery,10,1,12,74.13,3
442,Product_442,Vegetables,765,45,31,125.66,1
443,Product_443,Bakery,48,3,16,264.69,1
444,Product_444,Beverages,140,10,30,81.42,1
445,Product_445,Snacks,50,5,43,474.81,2
446,Product_446,Fruits,260,20,37,184.8,1
447,Product_447,Bakery,84,12,49,423.64,3
448,Product_448,Vegetables,748,44,15,283.49,1
449,Product_449,Snacks,320,20,2,70.26,2
450,Product_450,Vegetables,111,37,55,120.1,3
451,Product_451,Snacks,259,37,33,258.55,2
452,Product_452,Vegetables,196,14,42,204.72,3
453,Product_453,Beverages,312,24,34,168.33,1
454,Product_454,Vegetables,261,29,31,134.57,3
455,Product_455,Bakery,602,43,38,78.43,2
456,Product_456,Frozen,810,45,50,108.91,2
457,Product_457,Fruits,24,8,55,339.58,3
458,Product_458,Dairy,256,32,5,482.04,1
459,Product_459,Dairy,188,47,1,420.68,3
460,Product_460,Frozen,338,26,10,18.58,1
461,Product_461,Beverages,342,18,26,435.76,2
462,Product_462,Bakery,760,40,12,65.42,1
463,Product_463,Fruits,400,25,4,341.49,1
464,Product_464,Snacks,342,19,14,202.99,3
465,Product_465,Dairy,55,5,26,180.8,1
466,Product_466,Frozen,16,2,9,434.55,1
467,Product_467,Snacks,450,25,13,393.37,1
468,Product_468,Snacks,143,13,11,440.47,1
469,Product_469,Frozen,608,38,4,337.12,1
470,Product_470,Bakery,24,6,18,440.17,2
471,Product_471,Beverages,345,23,11,194.08,1
472,Product_472,Frozen,119,7,1,189.57,2
473,Product_473,Bakery,119,7,21,196.41,2
474,Product_474,Frozen,87,29,49,277.39,1
475,Product_475,Vegetables,490,35,38,45.87,3
476,Product_476,Bakery,350,35,46,324.86,3
477,Product_477,Fruits,32,2,9,196.1,1
478,Product_478,Snacks,260,26,48,425.11,3
479,Product_479,Beverages,392,28,5,205.42,3
480,Product_480,Snacks,629,37,44,243.58,2
481,Product_481,Snacks,774,43,23,408.36,3
482,Product_482,Bakery,572,44,45,412.97,3
483,Product_483,Vegetables,774,43,47,44.93,3
484,Product_484,Dairy,90,15,11,196.24,3
485,Product_485,Vegetables,60,4,22,105.33,2
486,Product_486,Frozen,84,14,48,266.31,1
487,Product_487,Snacks,782,46,28,274.19,3
488,Product_488,Bakery,192,16,36,361.64,3
489,Product_489,Beverages,38,2,13,212.64,1
490,Product_490,Frozen,325,25,7,343.75,3
491,Product_491,Snacks,90,10,13,100.45,2
492,Product_492,Vegetables,588,49,42,459.7,1
493,Product_493,Snacks,120,20,54,404.94,1
494,Product_494,Fruits,14,1,56,267.98,3
495,Product_495,Frozen,705,47,55,322.61,2
496,Product_496,Beverages,231,21,26,113.9,2
497,Product_497,Vegetables,120,10,8,387.27,3
498,Product_498,Beverages,343,49,4,144.65,3
499,Product_499,Beverages,114,19,39,337.1,1
500,Product_500,Beverages,108,18,10,231.37,3
501,Product_501,Snacks,85,5,49,371.07,1
502,Product_502,Bakery,102,34,55,272.33,1
503,Product_503,Fruits,396,22,37,324.57,2
504,Product_504,Beverages,252,28,32,322.6,3
505,Product_505,Fruits,144,9,13,301.29,1
506,Product_506,Frozen,100,25,35,302.55,2
507,Product_507,Fruits,90,18,42,219.82,3
508,Product_508,Frozen,429,39,49,17.75,3
509,Product_509,Dairy,384,24,19,305.58,1
510,Product_510,Beverages,456,38,32,144.34,1
511,Product_511,Snacks,276,46,40,326.19,2
512,Product_512,Bakery,180,36,9,168.45,3
513,Product_513,Snacks,66,6,39,44.02,2
514,Product_514,Vegetables,196,49,5,44.27,3
515,Product_515,Frozen,320,32,38,300.48,1
516,Product_516,Snacks,42,3,58,173.17,3
517,Product_517,Vegetables,24,6,23,195.45,1
518,Product_518,Snacks,722,38,35,368.02,3
519,Product_519,Fruits,300,30,22,285.53,3
520,Product_520,Vegetables,252,36,13,321.13,1
521,Product_521,Fruits,846,47,42,57.37,2
522,Product_522,Vegetables,224,16,17,157.42,2
523,Product_523,Vegetables,40,8,16,197.44,2
524,Product_524,Beverages,230,23,54,496.32,3
525,Product_525,Bakery,560,40,1,422.6,1
526,Product_526,Bakery,168,21,22,53.67,2
527,Product_527,Dairy,117,39,53,414.77,1
528,Product_528,Beverages,152,38,14,67.65,3
529,Product_529,Snacks,345,23,2,196.65,2
530,Product_530,Bakery,22,2,1,159.71,2
531,Product_531,Dairy,138,23,18,262.68,2
532,Product_532,Vegetables,455,35,15,496.16,3
533,Product_533,Bakery,444,37,12,465.99,3
534,Product_534,Bakery,336,42,18,317.7,2
535,Product_535,Beverages,360,30,30,363.5,2
536,Product_536,Dairy,54,3,7,159.29,3
537,Product_537,Vegetables,153,9,21,21.22,3
538,Product_538,Fruits,108,27,35,179.59,1
539,Product_539,Beverages,240,20,25,291.83,1
540,Product_540,Beverages,198,33,31,248.66,3
541,Product_541,Snacks,828,46,54,416.37,2
542,Product_542,Fruits,15,3,41,414.35,1
543,Product_543,Beverages,52,13,8,244.33,3
544,Product_544,Fruits,68,4,4,49.18,2
545,Product_545,Frozen,180,12,31,258.01,3
546,Product_546,Frozen,144,18,32,115.86,2
547,Product_547,Fruits,14,2,19,103.97,3
548,Product_548,Fruits,100,25,11,379.58,1
549,Product_549,Dairy,527,31,9,220.87,3
550,Product_550,Dairy,45,9,21,69.48,2
551,Product_551,Fruits,414,46,16,348.89,3
552,Product_552,Fruits,198,33,4,498.38,2
553,Product_553,Vegetables,119,17,39,118.19,2
554,Product_554,Bakery,174,29,38,218.78,2
555,Product_555,Vegetables,185,37,7,267.5,2
556,Product_556,Beverages,352,22,7,369.47,1
557,Product_557,Fruits,154,22,55,213.92,1
558,Product_558,Dairy,216,27,15,295.25,1
559,Product_559,Frozen,207,23,5,115.45,1
560,Product_560,Snacks,315,21,21,107.44,2
561,Product_561,Frozen,555,37,32,249.05,2
562,Product_562,Fruits,665,35,11,232.64,3
563,Product_563,Fruits,156,26,34,169.09,2
564,Product_564,Bakery,180,18,35,194.19,1
565,Product_565,Frozen,232,29,42,394.66,2
566,Product_566,Frozen,247,13,41,60.05,2
567,Product_567,Bakery,99,9,1,406.35,1
568,Product_568,Bakery,144,48,10,465.86,1
569,Product_569,Vegetables,520,40,55,333.08,1
570,Product_570,Snacks,220,22,49,310.83,3
571,Product_571,Frozen,345,23,19,61.79,3
572,Product_572,Bakery,132,44,23,343.31,2
573,Product_573,Bakery,130,13,57,375.64,2
574,Product_574,Fruits,15,1,51,44.92,3
575,Product_575,Snacks,456,24,5,259.2,1
576,Product_576,Frozen,640,40,36,181.35,2
